x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.041341461661954286,-0.378864400961303,-0.021377694713278526,-0.12272972251340143,-0.7739293551848542,-0.07512976007463974,-0.22416278233930512,-0.9673669081363887,-0.11811990542048727,-0.310817124831985,-0.9171064907166866,-0.16994445509099146,-0.11266253718149416,-0.656450429041464,-0.20456748596001273,-0.3535633029191955,-0.7598681284827677,-0.28344922982337956,-0.4689243018821341,-0.7275966410582299,-0.31661452348259495,-0.52405063254249,-0.6741587214570013,-0.327634688155396,-0.12759930421914834,-0.3516725148690954,-0.22552313424655873,-0.395439443368478,-0.4634078474982931,-0.28976997607230703,-0.5176678089858141,-0.479443319831349,-0.2992753130472899,-0.5761495623847147,-0.47098750779161275,-0.306912904518539,-0.159668720358138,-0.0653940587506893,-0.23892890941207798,-0.4141791858860425,-0.18665884087022175,-0.2807249359335708,-0.5387593433335193,-0.24111414812395357,-0.27342765191947943,-0.6017985531998236,-0.28060334061928593,-0.2698455103955418,-0.20402138045072868,0.1911655502371701,-0.24985707585871456,-0.41785070803344787,0.08297762335305918,-0.2756800894866803,-0.5140075979391127,0.006002220303260376,-0.2653782370283449,-0.5729011365447205,-0.06294474689015542,-0.25829565375514857,meet
0.0,0.0,0.0,-0.021385117698882485,-0.36436740801434747,-0.020737523643204338,-0.0984867256069192,-0.7603501804331912,-0.06970837676555462,-0.2103517224846628,-0.9460130408359841,-0.10749208452335693,-0.32233517548838053,-0.9337747961688444,-0.15544987836183063,-0.11766571156834968,-0.6378750289675537,-0.20095126024016594,-0.34904112423709405,-0.7435930314820863,-0.2746164665371822,-0.47745422984363517,-0.7362087613682914,-0.3073630149924811,-0.5463869094121147,-0.7021224809447538,-0.3218240918930941,-0.15381179557372407,-0.33681105940474027,-0.22124338538538288,-0.39994544793736503,-0.46791018038950843,-0.2769654045569387,-0.5312575475834116,-0.4967504601036641,-0.2874569704752394,-0.6001968922024573,-0.5026066158967082,-0.3008162501389103,-0.1914044985088339,-0.06543140732325387,-0.2334539284361063,-0.4162272576003537,-0.19963401821717588,-0.27071146642782284,-0.5414911268143084,-0.2624727208701312,-0.26689805395934213,-0.6099057501796785,-0.31681651361946733,-0.27049239076006054,-0.23096763275682314,0.1768128850780953,-0.24293594747643962,-0.41730790466262935,0.05174745259691051,-0.273819538559241,-0.5218619469828074,-0.025712553257487877,-0.2710938168996572,-0.5959939719067046,-0.09920382445648648,-0.2708959482109696,meet
0.0,0.0,0.0,-0.01206531370956926,-0.3613648494958625,-0.02855789326883372,-0.07586148743182203,-0.76618051987386,-0.07408024433767087,-0.18940102981828857,-0.9537555707477874,-0.10779528349225288,-0.3001255979509857,-0.9041053705292074,-0.1502369200144662,-0.13260290967367003,-0.6242739440682709,-0.17949006886604413,-0.3489970448131337,-0.7703056753943539,-0.24868562600946784,-0.47060607790202247,-0.8018867137126905,-0.27852942909409717,-0.5324616509737725,-0.795418249194448,-0.2894726223509288,-0.18114183099794762,-0.33374224421635945,-0.19425544780278806,-0.4241324926143428,-0.512246856547602,-0.2440350188441087,-0.5452756834750629,-0.5803977356777817,-0.25400222283071505,-0.6050276111164511,-0.6183503923669258,-0.26345347590210955,-0.22633864081026495,-0.07556573891196493,-0.20314747949871442,-0.4543794446042463,-0.23953607372434418,-0.23801661308380423,-0.5751959329549481,-0.3335577461759926,-0.2364710589017945,-0.6376463742930635,-0.41276686167247695,-0.23855855692268485,-0.27005364327179565,0.15762139560268007,-0.21056408235791585,-0.46455993614063296,0.013636918279338392,-0.23674543077993138,-0.5661092512293074,-0.08591969538331445,-0.23297900442264244,-0.6317059664584622,-0.18289456238143234,-0.230682068946045,meet
0.0,0.0,0.0,0.007975517397958803,-0.32611407943649506,-0.03426292325230494,-0.017490683931638554,-0.6484101610162157,-0.07583384303178425,-0.07758109395000362,-0.854800957659143,-0.11021530117322577,-0.16426650466431672,-0.9088764648039621,-0.15008607146762756,-0.10593673115762177,-0.5464841432321879,-0.1443079616252208,-0.2734104058965998,-0.7280252725744275,-0.20240314678703897,-0.3716761257353289,-0.8114111757659128,-0.22877101616517423,-0.44568069981800496,-0.8620904285672126,-0.24118210294823478,-0.15874571088840359,-0.321118000991034,-0.15653396823873825,-0.3509012373972721,-0.5154696543921109,-0.20873284967918507,-0.4583379333378915,-0.6245497494102115,-0.23008619257534,-0.5375909575993603,-0.6986064578386221,-0.2448966426599601,-0.20921616693191114,-0.10518947220209413,-0.16489279303871568,-0.39076896814259887,-0.2861558268669825,-0.2033315142346517,-0.49690749293694414,-0.4043140417890981,-0.21344997046873845,-0.5695557959059604,-0.4922441924296788,-0.2201875889522144,-0.2563443186016147,0.08639620775165661,-0.1734205032907646,-0.41270170583069915,-0.0649988197630388,-0.20390408422574066,-0.4920322831736337,-0.16869584905291285,-0.20827445325681748,-0.5475636613762024,-0.25821389255213306,-0.20915044319476975,meet
0.0,0.0,0.0,0.02223264549125142,-0.3170718007156461,-0.029205396774646553,0.01794978083557003,-0.62868469085258,-0.0691452544967825,-0.041360810313317474,-0.8240771222578781,-0.101259367208029,-0.1300005371832436,-0.8749491747479136,-0.13850788190190486,-0.054594249526745076,-0.5082992058639124,-0.14474453467944237,-0.19854460856917494,-0.7200936200907718,-0.19978282629693217,-0.2843129596974031,-0.8326391106676965,-0.22103469800319286,-0.3500431717028821,-0.9084779400652699,-0.2283366163341973,-0.11189013138760952,-0.307949144686856,-0.15573878128638768,-0.29427918902446254,-0.5404162484609388,-0.20425507409330043,-0.38902874334183196,-0.6720604442602671,-0.21687047545547725,-0.4526787802822604,-0.7557158874349309,-0.22443120279919043,-0.1687291556473602,-0.12262441456301013,-0.1615602524440799,-0.3477132914597407,-0.3461044699892885,-0.19719492613750153,-0.43901864448642103,-0.48486479575151226,-0.19884581813743196,-0.49196736494630916,-0.5804415569228941,-0.19849946326084553,-0.2237159660299241,0.04548421904066746,-0.16691389171526827,-0.3735965892456645,-0.14168571076996947,-0.19325018929758814,-0.4320385898172043,-0.2674922297092119,-0.18977778511634924,-0.46070722260930413,-0.3612410928634458,-0.18409320757454858,meet
0.0,0.0,0.0,0.01161020562969517,-0.34249689214530943,-0.014268409606545364,-0.04165248922197801,-0.6349838336319359,-0.045571922990002844,-0.14089416116069267,-0.7329973264627494,-0.07173677496443194,-0.22245861050356194,-0.6725963753312716,-0.10051334015959805,-0.007936937918876492,-0.4982220725588474,-0.12764885276139204,-0.12131216529079229,-0.7160394808227128,-0.16962561726800823,-0.1958573153787513,-0.8374223942388371,-0.1852929096232746,-0.2570250175794609,-0.9468348918060245,-0.19349890954977414,-0.06473182162377426,-0.3028812811039797,-0.14389642583195478,-0.2374501173917472,-0.5784992816744381,-0.18279661210810536,-0.32424617147155205,-0.7484988876822364,-0.18800771241048675,-0.383529761355162,-0.8527240241778875,-0.19645671336481335,-0.13271200481330575,-0.13407792363424254,-0.1525916365233326,-0.3204097030704396,-0.45822287728636685,-0.192360952562618,-0.29383345152981727,-0.5303383823149911,-0.17791150883677512,-0.23500064616159672,-0.4917620800174758,-0.16229719931430708,-0.2042725857556243,0.0014667192472946802,-0.15961633580108348,-0.34327261716554197,-0.28788267853360777,-0.18634128362282382,-0.31251116531398515,-0.36323882335619784,-0.16887682714431154,-0.25832185784734496,-0.3393952442435887,-0.15327943508470404,meet
0.0,0.0,0.0,0.02240319974654944,-0.2445503185158964,-0.01709091295173198,-0.012610021548452475,-0.5016759316672492,-0.04904427770379979,-0.07820651793279168,-0.6271223752679795,-0.07607970733442428,-0.1460917821100797,-0.6274873853208833,-0.10758447828201721,0.010829512324515865,-0.46640320219089126,-0.13326416934723584,-0.07840261175128543,-0.7154008303689503,-0.17685890154993053,-0.14094408345808998,-0.8508961856846776,-0.1950261492522054,-0.19046258532494606,-0.9601965020744924,-0.20432004550519978,-0.04306458057983717,-0.3110410329098828,-0.1470641184779907,-0.17927146014553696,-0.6017815429084798,-0.18615567598457267,-0.26375033800500974,-0.7628838444278611,-0.19405417315476278,-0.32899975399261167,-0.876598253432625,-0.20326870708756792,-0.10704344451151994,-0.15914853519691016,-0.1526352519111685,-0.24867640423284595,-0.45844545458456704,-0.19218025278136444,-0.21514624860264092,-0.4381936248447648,-0.16924338625568272,-0.16600653431395326,-0.35739957442732495,-0.14660868161971086,-0.17289001241607496,-0.025407643920372515,-0.1569720700672056,-0.26892294944240963,-0.30300363988353507,-0.18575813304238806,-0.23458595928471584,-0.29165133653185105,-0.16089803958885038,-0.18989997158776617,-0.21642869085159674,-0.13728281867710398,meet
0.0,0.0,0.0,0.021350458519360835,-0.2288883914815315,-0.016976595735056065,-0.017696900221354582,-0.46432927316944544,-0.051523880867083524,-0.08199690147882246,-0.5725616542405966,-0.08182784934864895,-0.1382672404860523,-0.5876385062193079,-0.11760567875091785,0.010956664802093192,-0.45190199829210204,-0.13297334214037926,-0.0801502541470972,-0.7127767057410419,-0.17749575229783854,-0.13888643513474155,-0.8487242903250574,-0.19738199182595556,-0.1862518181905247,-0.9601873472729727,-0.20820787294820345,-0.04198329286095023,-0.30079225613750415,-0.1480785153933149,-0.16941070804146802,-0.5907054974347465,-0.18929438830431566,-0.24771777811804838,-0.7524416186382953,-0.2005825236594384,-0.3092965674502052,-0.8770668909473677,-0.21182661635721953,-0.10375183245194881,-0.1580683453068972,-0.1550293489925084,-0.23861140618579463,-0.450348999055472,-0.19600192780361572,-0.2103493719558071,-0.42556517274019984,-0.1773686711176404,-0.16834949189643747,-0.3477679311688841,-0.15778989855253253,-0.16686320600729643,-0.036095201975872605,-0.1606529902643239,-0.2605026802843904,-0.3061614046720318,-0.19225960065252978,-0.23199293173954602,-0.2881586438028996,-0.17068782379271993,-0.1906895317368857,-0.21157682463884314,-0.14895495971749081,meet
0.0,0.0,0.0,0.022993462320951074,-0.22238418292758869,-0.012716978179665633,-0.01973127766679886,-0.4586067160994341,-0.04481038093899273,-0.09162728965940468,-0.5720061149108833,-0.07340272076150282,-0.1594882943372262,-0.5980615313635772,-0.10770448570160979,0.0009239233637741893,-0.45334240294715683,-0.12520045600010574,-0.09147848639385421,-0.7162413676253118,-0.16688066819589373,-0.14758527017496856,-0.8530424657451486,-0.18390031782755487,-0.19183603890146947,-0.9624619957440127,-0.19200479402099796,-0.0515953232550188,-0.31389288946207133,-0.14093706405445036,-0.17190718160179005,-0.6027974338697786,-0.1792878252742926,-0.24003221487668094,-0.7646381275748698,-0.1870965174231858,-0.29370247772888275,-0.8893483418278407,-0.19474512898065807,-0.1111899707521713,-0.1745918257905991,-0.1484451342854036,-0.2406710792531239,-0.45736433254026565,-0.1871446089773876,-0.2120158470765428,-0.41981041766741034,-0.16603337763024817,-0.1720701229448275,-0.33787142233192774,-0.14470677255426606,-0.17109636285791172,-0.04617319381279312,-0.1541327171778204,-0.260509276130918,-0.29922710823288906,-0.18400144926307893,-0.23006928839757423,-0.2738156812097271,-0.1605428773289253,-0.18906197137255526,-0.19772313436704825,-0.13719967431614005,meet
0.0,0.0,0.0,0.023899000008092027,-0.219798259733131,-0.013423922996482998,-0.01671436120775917,-0.45963501959463005,-0.043650963185033656,-0.09154457752953017,-0.5727675274929294,-0.07065254929304207,-0.15957114567489042,-0.60205338281889,-0.10245800210093894,0.0076003270898701205,-0.4602137698201125,-0.11881046281053163,-0.08157848497276642,-0.7198288827800964,-0.1627662732298933,-0.13648215668822813,-0.8531759430017569,-0.18186115282209983,-0.18193387662609062,-0.9645728839214536,-0.19104768027707772,-0.0477858643794418,-0.33072652578033135,-0.13422287103208952,-0.16480998040939587,-0.6305570878105897,-0.17357847391772768,-0.22580403252485426,-0.7899711539056755,-0.1810457576801436,-0.2761713690411716,-0.9153521086905869,-0.18724102160261863,-0.10880658071084091,-0.20191477521104828,-0.1424332168410552,-0.23638835885762802,-0.487665263828921,-0.18459423495602292,-0.20477895640667984,-0.44273879476019834,-0.1642204024004197,-0.1628520407068262,-0.3580593982130959,-0.1415092953490422,-0.16931674567675983,-0.0817446235490124,-0.14898560605956307,-0.2540429755262196,-0.3402952189649018,-0.18050386304159852,-0.22189379362693318,-0.30701964486658134,-0.15739253636441858,-0.18166125211054293,-0.22229068022574303,-0.13352591585893725,meet
