x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.0435678975854384,-0.3306298605974471,-0.0027855035559381,-0.0372249316769179,-0.6495115213067092,-0.0465717822132495,0.0108889336648598,-0.8677049207148017,-0.0915362516214932,0.0558236771415364,-0.9886664064025852,-0.1393644643422271,-0.1254435239184447,-0.5180501672576706,-0.1452477050218647,-0.1498887802511091,-0.6268033384664257,-0.2252469682564411,-0.1786319993124243,-0.7219803110063533,-0.2783435913098728,-0.2201827794507713,-0.8178639198811544,-0.314909963583496,-0.0836748494106751,-0.3312133843886714,-0.1880115052655484,0.0254120606212254,-0.6100855450090552,-0.2646059001327344,0.1123959675454797,-0.7997278105895984,-0.2868626085094849,0.1720230806439482,-0.9354037668256844,-0.3028495881083496,0.0013121127242422,-0.1950544709934024,-0.2260283991697906,0.113321091563239,-0.5000656495560056,-0.2909293273157873,0.1914797573765994,-0.6872937226540972,-0.2910101662751714,0.2347360170654029,-0.8254185802102418,-0.2876000415213164,0.098986638288225,-0.106018292799352,-0.2636349055678382,0.1930191091573123,-0.3587179132668362,-0.2985390174686023,0.2399200934515964,-0.5182323144909251,-0.2872807461727948,0.2663151261532598,-0.655714910222972,-0.2793758454898618,how are you
0.0,0.0,0.0,-0.048631455457297,-0.2532401914736493,-0.0104839802311331,-0.0418750817242105,-0.5415794837722046,-0.0488175819376265,0.005419108164651,-0.771261238792148,-0.0843882493181676,0.047872743373208,-0.9167918780226032,-0.120823257062763,-0.1187228122593122,-0.4719746120218598,-0.1437809842894982,-0.1379671038213931,-0.6275216715714355,-0.2153764806941741,-0.1659458196099475,-0.7427862343688142,-0.2556065140686462,-0.20504719771888,-0.8437844525288574,-0.2813851068942573,-0.065803354798681,-0.338947377440093,-0.1758278496261214,0.0140907326268609,-0.6417368670795065,-0.2452026035751192,0.0856911308230913,-0.8235751473946543,-0.2653265180796336,0.137526510905146,-0.9504508466968864,-0.2788003708954284,0.0218501976171886,-0.242542351087995,-0.2035522050572712,0.1199478339051952,-0.5577320946320803,-0.2655897407340877,0.1903556049040767,-0.7407610130117722,-0.2718535909766322,0.2305188957689045,-0.8748152084444369,-0.2717814849124608,0.1215628676617193,-0.1811406630243469,-0.2298336044796201,0.2015572642129855,-0.4488293468678789,-0.2634788445855279,0.2394661572054838,-0.5956029099394596,-0.2590390291249186,0.2607294185643632,-0.7265080239804114,-0.2554905938024279,how are you
0.0,0.0,0.0,-0.0691645714513667,-0.2232103381639796,-0.0197480708525584,-0.0999862910706061,-0.4864655194624647,-0.0549507094140591,-0.1116710804353573,-0.6986686616140694,-0.0859743691771367,-0.146086508798018,-0.8322035235517621,-0.1190720132181035,-0.1164615114381687,-0.4358985755564902,-0.1353540809806166,-0.1383522426761099,-0.6118646412169663,-0.2093353401771993,-0.1627830249945272,-0.7353298499443901,-0.2508315035733256,-0.1982801387451632,-0.8384044267169405,-0.2746046738433372,-0.039060946787157,-0.3485814321934511,-0.15847186255541,0.0335371749788874,-0.6297491017589825,-0.2261387120753857,0.087130343195668,-0.8159092514089817,-0.2484075481038773,0.1282656496320317,-0.9565289678397256,-0.2619165073223569,0.0523343845662524,-0.275908621160156,-0.1794379964892414,0.1416362604577974,-0.549141980566339,-0.242286897401371,0.1921944264498888,-0.7356840464694959,-0.253091065655578,0.2251975346683124,-0.8865326505483169,-0.2547874937625345,0.146254059154242,-0.2179947173325521,-0.1994947982192027,0.2183595397534111,-0.450991351486716,-0.244409477827501,0.2543124890320093,-0.6140156921137827,-0.2481203986709967,0.2830496851017565,-0.7611726444100662,-0.2472040114113412,how are you
0.0,0.0,0.0,-0.044445255252084,-0.2709781225182212,-0.0357735709655738,-0.091591786703734,-0.5606128720376431,-0.0816658322580711,-0.1530307643820374,-0.765239855406306,-0.1219227322064705,-0.2358258894754724,-0.8872276274459289,-0.1648262650133741,-0.124194267847224,-0.4515476822721866,-0.1527864039672427,-0.0899299356001337,-0.6821933018099281,-0.2333168838275747,-0.0595982120184887,-0.8242658568863231,-0.2812572718068043,-0.0489456849919133,-0.938840350817524,-0.3088748141644655,-0.0607445644596304,-0.3396307454782383,-0.1674367451482861,0.0269925704608556,-0.6462629045737132,-0.240021746326884,0.1004506031255148,-0.8264086176753711,-0.2660539898346343,0.1552432298607979,-0.9467740437881828,-0.2819901586782058,0.0291739585338752,-0.2511437145130108,-0.1792987670569047,0.1248075637695564,-0.5391575227341296,-0.2402777179251577,0.1835963586102746,-0.7344100154399897,-0.2440630161758202,0.2266088927841359,-0.875186800717698,-0.241951925370165,0.1257446265629969,-0.1856058552696202,-0.1918065559484444,0.196324224257511,-0.4174541879673893,-0.2317542126650358,0.2436199974881425,-0.5872748280634137,-0.2295990735872606,0.2811597478374689,-0.7232551581432188,-0.2250269858461997,how are you
0.0,0.0,0.0,-0.0439905178412569,-0.2772197344458552,-0.0342615974634231,-0.0606782772802436,-0.558889560912235,-0.0823970390577548,-0.0854956502114249,-0.7569945310763336,-0.1255140387928064,-0.1428580248853505,-0.8734128571272464,-0.1722377141923354,-0.0808254685809252,-0.4293285452645655,-0.1775747480725142,-0.0056008952029549,-0.6801227967807517,-0.268128562785253,0.0666188127140006,-0.8053183307326653,-0.3195800541761818,0.1155477303407931,-0.8857563730896498,-0.3457143251530412,-0.0167848729089134,-0.2990560492746105,-0.1970047641052048,0.0992011526162582,-0.6346973289376491,-0.2806465019045113,0.2085240294279179,-0.8040755523591403,-0.3069936689009809,0.2963985314626461,-0.8995320986385219,-0.3209204170285265,0.0666302882033923,-0.1981292913505706,-0.2121152646281916,0.1894517660589126,-0.5165018435146725,-0.2778924272694936,0.2680300940305974,-0.6843214556904254,-0.276315853457338,0.3271062559709909,-0.783877663373982,-0.269054116669381,0.154134662886248,-0.126646926446022,-0.2282704200567356,0.2325578148372032,-0.375751026778368,-0.2677661642611237,0.2851035669339141,-0.5413995448715957,-0.2587600888571429,0.3337572440912669,-0.6544940896219812,-0.2483608119668272,how are you
0.0,0.0,0.0,-0.0242091066752593,-0.2837544890098543,-0.0476870877823861,-0.0399799648850334,-0.557449813362185,-0.1127952859608344,-0.0785824774580496,-0.7427033181059746,-0.1691408301478845,-0.1637812619675104,-0.8208904459606873,-0.2289283943359553,-0.0632542183696122,-0.449061480867687,-0.2071848748951961,0.0668604733997895,-0.7028443119870207,-0.3048868483348299,0.1783952801602191,-0.8125508201254998,-0.3602070135501224,0.2717500187421697,-0.8804162478190389,-0.3886118344696609,0.0038041875564894,-0.2969850413155276,-0.2224669797953691,0.1538207199402846,-0.6003571865660599,-0.3075634261442529,0.2711854299561789,-0.7531686568018677,-0.3373260049176242,0.3634429488219585,-0.844674306973948,-0.3553743972802591,0.0896904095987407,-0.1665973332403012,-0.2315433974326032,0.236738641353571,-0.4716412523458825,-0.2964900076287554,0.3268615129043321,-0.6437631710471549,-0.2962294050599326,0.3943303882795306,-0.748595590725199,-0.291827811779496,0.1796966177941494,-0.0717275173866319,-0.2416915844774492,0.2827015979323886,-0.3082627280881599,-0.2770475826686959,0.3414470095698119,-0.462877239930842,-0.2641817536878742,0.3897239898156183,-0.57352083487358,-0.2523120089776501,how are you
0.0,0.0,0.0,-0.0328801166076111,-0.2877329860407076,-0.0371493647214279,-0.0011284764549445,-0.5499956831102828,-0.0963799427338193,0.0893675252276635,-0.7161701046549164,-0.14470189071681,0.185167936447914,-0.7379261492721233,-0.1954217863711712,-0.0693156856747834,-0.4293096964885725,-0.1973982184535296,-0.0360319370048923,-0.6140850592868717,-0.2868606905211858,-0.0050913623061393,-0.7241166108810533,-0.3411065243364617,0.0152289893292677,-0.8057055795249327,-0.3703807344767266,0.004161073340679,-0.2799316214808016,-0.2123822596225707,0.1852322134715305,-0.5717344489577003,-0.2881022997213264,0.3104023864289812,-0.7428150043963311,-0.3141687710455793,0.4110246111466567,-0.8503452812758016,-0.3285904314549003,0.1051841655174681,-0.1426200025677478,-0.2193597076435323,0.302202573437732,-0.4195568676686536,-0.266624400100804,0.3854119451124597,-0.5899283023951282,-0.2565050669751902,0.4430155622609062,-0.6866731711720663,-0.2451492866819103,0.2102739889518863,-0.0354874829688288,-0.2281447309690856,0.3444339602553568,-0.2644000808925217,-0.2467846358486264,0.3907365708107558,-0.4102923368829827,-0.2225425218341232,0.4315763255095436,-0.5063011300668931,-0.2019142841195315,how are you
0.0,0.0,0.0,-0.0414176194865702,-0.2196614449258189,-0.0446303941768104,-0.0201880172700798,-0.476972898709026,-0.0997344869337,0.0561311217766583,-0.6635133958669865,-0.1423645428460563,0.1394595692258504,-0.7453136568391424,-0.1871801350119278,-0.0549645003880606,-0.4274244418339368,-0.1877635902331579,-0.0106469273803791,-0.6412070267196922,-0.2642345444977632,0.0118991087122436,-0.7780411610068819,-0.3064929803766109,0.0182353345494226,-0.8950379416524773,-0.3309280660467566,0.0184629438193487,-0.3111038820526935,-0.2003705505609806,0.1827469542679813,-0.6128576149384981,-0.2676369975119315,0.2912795771283155,-0.7702595006841276,-0.2926039009954621,0.3773657635983241,-0.8732330396630172,-0.3083166211944164,0.1178366885828768,-0.186970939652465,-0.2074599268833159,0.2940819130307576,-0.4669604032631794,-0.2566377960601192,0.3843853127661881,-0.6328938376374154,-0.2634834999764615,0.4509007358425417,-0.7440956664498576,-0.2663129243551502,0.2228402115439079,-0.0873372115864234,-0.2152539132886306,0.3381697295112496,-0.3205016012266499,-0.2422885635767532,0.3838379273376432,-0.4699094133540789,-0.2366679525160289,0.4271031791125971,-0.5839030069562815,-0.232448798460388,how are you
0.0,0.0,0.0,-0.0231949146525705,-0.2069070234079325,-0.0415648246748468,0.0040547777133341,-0.429774957125028,-0.0975095875994201,0.0711888867289269,-0.5851175459492224,-0.1419893042182731,0.1388168459060893,-0.6822739005362952,-0.1905341470042748,-0.05108208690831,-0.4253144140782069,-0.1844680044569081,-0.0367670915568755,-0.6387330554301687,-0.2579122865605543,-0.0315195363003819,-0.8028314577839739,-0.3046805249574712,-0.0326758388545931,-0.9418492945005336,-0.3344431132554474,0.0104572733875221,-0.3074750759239358,-0.1959626772318676,0.1509982814268018,-0.5765506153499329,-0.2622971175193199,0.248669220920199,-0.7243372815672633,-0.2917884136277118,0.3212014769516362,-0.8311000282644008,-0.3123719612291881,0.1004624112617049,-0.1919671100923176,-0.2009960743582292,0.2441841594160766,-0.4555341694446144,-0.2484176464005506,0.3328722626270727,-0.6224246489607348,-0.2573970773416598,0.3961870921982258,-0.7448362253561998,-0.26363640041228,0.2003424334882522,-0.1026472782345574,-0.2062359108411279,0.2982785355569083,-0.3234774557226085,-0.2349269328273718,0.3502770376439812,-0.4725545192667982,-0.230565466293581,0.3930475188756398,-0.5910767418614622,-0.2272932927648027,how are you
0.0,0.0,0.0,-0.0356407084127836,-0.2009397735270297,-0.0518803686741656,-0.0172386506850358,-0.4378326074837517,-0.1029528473963678,0.0543015412173177,-0.6072197320896878,-0.1415056632253198,0.1332804357744524,-0.6939381012882265,-0.1811106985061898,-0.0478811092256667,-0.4303549959272104,-0.1684939467090187,0.0723929453325988,-0.6664711958527657,-0.2317098531404857,0.1540247476280051,-0.8189116409372715,-0.2654338349403661,0.2149477501627352,-0.9346084955245756,-0.2833803535767215,0.0239851763295345,-0.2949442977813847,-0.1694248460436425,0.170641010285281,-0.5482128385662458,-0.2274628384330728,0.2660314325642388,-0.7005396449535473,-0.2461040816863735,0.3351506261348441,-0.814731095603699,-0.2573434274811514,0.1147409616873133,-0.1791838302277108,-0.1662774324120669,0.251590362795845,-0.4323183514620644,-0.2070818114296357,0.3266372966695421,-0.6107777349950965,-0.2082207460083437,0.3767945766481829,-0.7412618250561374,-0.2068963186445079,0.2061117238534693,-0.0994968554187012,-0.1654155886580473,0.2945146014575802,-0.3309158862595342,-0.1881655231569971,0.3391937551090253,-0.4783528318581578,-0.1809195508062724,0.3724185604033864,-0.5925526201301154,-0.173622085920877,how are you
